song,artist,pk,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Cash Shit,Megan Thee Stallion Featuring DaBaby,Cash Shit_Megan Thee Stallion Featuring DaBaby,0.921,0.635,1.0,-4.904,1.0,0.416,0.0218,0.0,0.0946,0.549,130.028,audio_features,2rMAtCaTj16NptyVfEIeAC,spotify:track:2rMAtCaTj16NptyVfEIeAC,https://api.spotify.com/v1/tracks/2rMAtCaTj16NptyVfEIeAC,https://api.spotify.com/v1/audio-analysis/2rMAtCaTj16NptyVfEIeAC,192540.0,4.0
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,Summer Days_Martin Garrix Featuring Macklemore & Patrick Stump,0.661,0.723,5.0,-6.976,0.0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,audio_features,7Feaw9WAEREY0DUOSXJLOM,spotify:track:7Feaw9WAEREY0DUOSXJLOM,https://api.spotify.com/v1/tracks/7Feaw9WAEREY0DUOSXJLOM,https://api.spotify.com/v1/audio-analysis/7Feaw9WAEREY0DUOSXJLOM,163805.0,4.0
You Need To Calm Down,Taylor Swift,You Need To Calm Down_Taylor Swift,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,171360.0,4.0
Money In The Grave,Drake Featuring Rick Ross,Money In The Grave_Drake Featuring Rick Ross,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541,audio_features,5ry2OE6R2zPQFDO85XkgRb,spotify:track:5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,205427.0,4.0
Omerta,Drake,Omerta_Drake,0.646,0.899,6.0,-2.232,1.0,0.298,0.0337,0.0,0.232,0.685,164.119,audio_features,3kCwyvhvVTyehIzYN2I0nF,spotify:track:3kCwyvhvVTyehIzYN2I0nF,https://api.spotify.com/v1/tracks/3kCwyvhvVTyehIzYN2I0nF,https://api.spotify.com/v1/audio-analysis/3kCwyvhvVTyehIzYN2I0nF,219507.0,4.0
Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy","Down Bad_Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",0.406,0.361,11.0,-10.296,1.0,0.108,0.551,0.0,0.0952,0.172,159.652,audio_features,1kbEbBdEgQdQeLXCJh28pJ,spotify:track:1kbEbBdEgQdQeLXCJh28pJ,https://api.spotify.com/v1/tracks/1kbEbBdEgQdQeLXCJh28pJ,https://api.spotify.com/v1/audio-analysis/1kbEbBdEgQdQeLXCJh28pJ,261228.0,4.0
Sanctuary,Joji,Sanctuary_Joji,0.551,0.639,1.0,-7.475,1.0,0.123,0.394,0.000141,0.373,0.326,167.809,audio_features,4VQH4VluDUOsOuDxccTeyN,spotify:track:4VQH4VluDUOsOuDxccTeyN,https://api.spotify.com/v1/tracks/4VQH4VluDUOsOuDxccTeyN,https://api.spotify.com/v1/audio-analysis/4VQH4VluDUOsOuDxccTeyN,180019.0,4.0
Wake Up,Travis Scott,Wake Up_Travis Scott,0.741,0.645,11.0,-5.116,0.0,0.0963,0.192,0.0,0.163,0.488,149.07,audio_features,20MuVazoNMv6xjKPnRFOxG,spotify:track:20MuVazoNMv6xjKPnRFOxG,https://api.spotify.com/v1/tracks/20MuVazoNMv6xjKPnRFOxG,https://api.spotify.com/v1/audio-analysis/20MuVazoNMv6xjKPnRFOxG,231964.0,4.0
Rescue Me,Marshmello Featuring A Day To Remember,Rescue Me_Marshmello Featuring A Day To Remember,0.45,0.896,11.0,-2.52,1.0,0.0882,0.00938,0.0,0.416,0.392,148.126,audio_features,5dLP5JbgWGZttnUv4NFJeg,spotify:track:5dLP5JbgWGZttnUv4NFJeg,https://api.spotify.com/v1/tracks/5dLP5JbgWGZttnUv4NFJeg,https://api.spotify.com/v1/audio-analysis/5dLP5JbgWGZttnUv4NFJeg,237203.0,4.0
Tap,NAV Featuring Meek Mill,Tap_NAV Featuring Meek Mill,0.901,0.676,2.0,-7.033,1.0,0.251,0.0646,0.0,0.0863,0.452,85.018,audio_features,5rU6kDNXZLXIinFezpbWbO,spotify:track:5rU6kDNXZLXIinFezpbWbO,https://api.spotify.com/v1/tracks/5rU6kDNXZLXIinFezpbWbO,https://api.spotify.com/v1/audio-analysis/5rU6kDNXZLXIinFezpbWbO,148278.0,4.0
It's You,Ali Gatie,It's You_Ali Gatie,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,audio_features,5DqdesEfbRyOlSS3Tf6c29,spotify:track:5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/tracks/5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/audio-analysis/5DqdesEfbRyOlSS3Tf6c29,212607.0,4.0
The Ones That Didn't Make It Back Home,Justin Moore,The Ones That Didn't Make It Back Home_Justin Moore,0.537,0.784,3.0,-4.869,1.0,0.034,0.0979,0.0,0.224,0.468,137.995,audio_features,6Vmb8Ru0BvjWGozOVGApRd,spotify:track:6Vmb8Ru0BvjWGozOVGApRd,https://api.spotify.com/v1/tracks/6Vmb8Ru0BvjWGozOVGApRd,https://api.spotify.com/v1/audio-analysis/6Vmb8Ru0BvjWGozOVGApRd,191018.0,4.0
No Guidance,Chris Brown Featuring Drake,No Guidance_Chris Brown Featuring Drake,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,audio_features,6XHVuErjQ4XNm6nDPVCxVX,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/tracks/6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/audio-analysis/6XHVuErjQ4XNm6nDPVCxVX,260640.0,4.0
Even Though I'm Leaving,Luke Combs,Even Though I'm Leaving_Luke Combs,0.554,0.755,2.0,-6.04,1.0,0.0319,0.225,0.0,0.301,0.624,77.962,audio_features,5Fhe63YOMZsGdB3CgCDuBi,spotify:track:5Fhe63YOMZsGdB3CgCDuBi,https://api.spotify.com/v1/tracks/5Fhe63YOMZsGdB3CgCDuBi,https://api.spotify.com/v1/audio-analysis/5Fhe63YOMZsGdB3CgCDuBi,225253.0,4.0
The Git Up,Blanco Brown,The Git Up_Blanco Brown,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,audio_features,01tA4XmJ4fGQNwti6b2hPm,spotify:track:01tA4XmJ4fGQNwti6b2hPm,https://api.spotify.com/v1/tracks/01tA4XmJ4fGQNwti6b2hPm,https://api.spotify.com/v1/audio-analysis/01tA4XmJ4fGQNwti6b2hPm,200594.0,4.0
Callaita,Bad Bunny & Tainy,Callaita_Bad Bunny & Tainy,0.608,0.626,2.0,-4.773,1.0,0.301,0.597,2.16e-06,0.25,0.246,176.086,audio_features,71wFwRo8xGc4lrcyKwsvba,spotify:track:71wFwRo8xGc4lrcyKwsvba,https://api.spotify.com/v1/tracks/71wFwRo8xGc4lrcyKwsvba,https://api.spotify.com/v1/audio-analysis/71wFwRo8xGc4lrcyKwsvba,250534.0,4.0
Heaven,Avicii,Heaven_Avicii,0.592,0.873,9.0,-5.65,1.0,0.0275,0.0715,0.00982,0.142,0.516,122.011,audio_features,0vrmHPfoBadXVr2n0m1aqZ,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,https://api.spotify.com/v1/tracks/0vrmHPfoBadXVr2n0m1aqZ,https://api.spotify.com/v1/audio-analysis/0vrmHPfoBadXVr2n0m1aqZ,277262.0,4.0
Please Tell Me,Future,Please Tell Me_Future,0.881,0.549,10.0,-5.589,1.0,0.272,0.0091,0.0,0.137,0.202,144.019,audio_features,4ANFPo7dzs2DdPuONXC9bp,spotify:track:4ANFPo7dzs2DdPuONXC9bp,https://api.spotify.com/v1/tracks/4ANFPo7dzs2DdPuONXC9bp,https://api.spotify.com/v1/audio-analysis/4ANFPo7dzs2DdPuONXC9bp,204520.0,4.0
Amor Genuino,Ozuna,Amor Genuino_Ozuna,0.434,0.314,10.0,-7.78,0.0,0.0577,0.786,0.0,0.163,0.347,175.077,audio_features,3xEozpt8pAptvpH69iJhOw,spotify:track:3xEozpt8pAptvpH69iJhOw,https://api.spotify.com/v1/tracks/3xEozpt8pAptvpH69iJhOw,https://api.spotify.com/v1/audio-analysis/3xEozpt8pAptvpH69iJhOw,178160.0,4.0
Only Human,Jonas Brothers,Only Human_Jonas Brothers,0.795,0.496,0.0,-5.883,1.0,0.0722,0.108,0.0,0.0645,0.874,94.01,audio_features,0DiDStADDVh3SvAsoJAFMk,spotify:track:0DiDStADDVh3SvAsoJAFMk,https://api.spotify.com/v1/tracks/0DiDStADDVh3SvAsoJAFMk,https://api.spotify.com/v1/audio-analysis/0DiDStADDVh3SvAsoJAFMk,183000.0,4.0
XanaX Damage,Future,XanaX Damage_Future,0.551,0.609,7.0,-8.975,1.0,0.143,0.368,0.000154,0.192,0.324,139.084,audio_features,3tZ4zv4UuenjJGSNUMfBNG,spotify:track:3tZ4zv4UuenjJGSNUMfBNG,https://api.spotify.com/v1/tracks/3tZ4zv4UuenjJGSNUMfBNG,https://api.spotify.com/v1/audio-analysis/3tZ4zv4UuenjJGSNUMfBNG,104013.0,4.0
Government Official,Future,Government Official_Future,0.801,0.774,1.0,-5.125,1.0,0.157,0.0365,3.03e-06,0.114,0.321,144.988,audio_features,2QEnZJ8FwpBoyLKcFcgceT,spotify:track:2QEnZJ8FwpBoyLKcFcgceT,https://api.spotify.com/v1/tracks/2QEnZJ8FwpBoyLKcFcgceT,https://api.spotify.com/v1/audio-analysis/2QEnZJ8FwpBoyLKcFcgceT,150760.0,4.0
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA","Otro Trago_Sech, Darell, Nicky Jam, Ozuna & Anuel AA",0.725,0.79,0.0,-2.331,1.0,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,audio_features,4bTZeO72FwMa6wKOiqoynL,spotify:track:4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/tracks/4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/audio-analysis/4bTZeO72FwMa6wKOiqoynL,287773.0,4.0
Never Really Over,Katy Perry,Never Really Over_Katy Perry,0.77,0.882,8.0,-4.792,1.0,0.0602,0.194,0.0,0.316,0.385,99.991,audio_features,5PYQUBXc7NYeI1obMKSJK0,spotify:track:5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/tracks/5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,223523.0,4.0
Press,Cardi B,Press_Cardi B,0.888,0.525,1.0,-5.665,1.0,0.305,0.029,5.68e-06,0.137,0.243,133.983,audio_features,6dPyzkyZwoj9LqjQXOFdVv,spotify:track:6dPyzkyZwoj9LqjQXOFdVv,https://api.spotify.com/v1/tracks/6dPyzkyZwoj9LqjQXOFdVv,https://api.spotify.com/v1/audio-analysis/6dPyzkyZwoj9LqjQXOFdVv,143792.0,4.0
Mother's Daughter,Miley Cyrus,Mother's Daughter_Miley Cyrus,0.682,0.866,6.0,-4.132,0.0,0.0588,0.00461,0.00147,0.149,0.527,91.017,audio_features,4tc97Wa8SP5f9gaaOar8Kq,spotify:track:4tc97Wa8SP5f9gaaOar8Kq,https://api.spotify.com/v1/tracks/4tc97Wa8SP5f9gaaOar8Kq,https://api.spotify.com/v1/audio-analysis/4tc97Wa8SP5f9gaaOar8Kq,219080.0,4.0
Call You Mine,The Chainsmokers & Bebe Rexha,Call You Mine_The Chainsmokers & Bebe Rexha,0.585,0.696,4.0,-5.6,0.0,0.0307,0.204,0.0,0.344,0.522,104.01,audio_features,2oejEp50ZzPuQTQ6v54Evp,spotify:track:2oejEp50ZzPuQTQ6v54Evp,https://api.spotify.com/v1/tracks/2oejEp50ZzPuQTQ6v54Evp,https://api.spotify.com/v1/audio-analysis/2oejEp50ZzPuQTQ6v54Evp,217640.0,4.0
The Search,NF,The Search_NF,0.789,0.786,2.0,-4.788,1.0,0.297,0.596,0.0,0.0997,0.39,119.957,audio_features,2OKo7g3KfmCt3kyLvUAL0g,spotify:track:2OKo7g3KfmCt3kyLvUAL0g,https://api.spotify.com/v1/tracks/2OKo7g3KfmCt3kyLvUAL0g,https://api.spotify.com/v1/audio-analysis/2OKo7g3KfmCt3kyLvUAL0g,248040.0,4.0
Shut Up About Politics,John Rich Featuring The Five,Shut Up About Politics_John Rich Featuring The Five,0.515,0.759,7.0,-2.502,1.0,0.0304,0.285,0.0,0.242,0.579,167.875,audio_features,3U1hhlhHoEDsvdQumqo8Vb,spotify:track:3U1hhlhHoEDsvdQumqo8Vb,https://api.spotify.com/v1/tracks/3U1hhlhHoEDsvdQumqo8Vb,https://api.spotify.com/v1/audio-analysis/3U1hhlhHoEDsvdQumqo8Vb,241640.0,4.0
La La Land,Bryce Vine Featuring YG,La La Land_Bryce Vine Featuring YG,0.774,0.473,1.0,-5.122,0.0,0.0569,0.221,0.0,0.222,0.416,97.953,audio_features,4oM9DGUTrRaXJDypxxHztZ,spotify:track:4oM9DGUTrRaXJDypxxHztZ,https://api.spotify.com/v1/tracks/4oM9DGUTrRaXJDypxxHztZ,https://api.spotify.com/v1/audio-analysis/4oM9DGUTrRaXJDypxxHztZ,177253.0,4.0
Ran$om,Lil Tecca,Ran$om_Lil Tecca,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,1lOe9qE0vR9zwWQAOk6CoO,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO,131240.0,4.0
Under Enemy Arms,Trippie Redd,Under Enemy Arms_Trippie Redd,0.751,0.756,9.0,-5.453,0.0,0.0375,0.257,0.0,0.0582,0.643,129.962,audio_features,6JATJXM3NhEpgvnGJKLQLo,spotify:track:6JATJXM3NhEpgvnGJKLQLo,https://api.spotify.com/v1/tracks/6JATJXM3NhEpgvnGJKLQLo,https://api.spotify.com/v1/audio-analysis/6JATJXM3NhEpgvnGJKLQLo,162528.0,4.0
Raised On Country,Chris Young,Raised On Country_Chris Young,0.572,0.794,2.0,-3.224,1.0,0.0455,0.395,0.0,0.23,0.79,148.095,audio_features,6voi5xnLs9JKmWG2oLmgDU,spotify:track:6voi5xnLs9JKmWG2oLmgDU,https://api.spotify.com/v1/tracks/6voi5xnLs9JKmWG2oLmgDU,https://api.spotify.com/v1/audio-analysis/6voi5xnLs9JKmWG2oLmgDU,175595.0,4.0
Trampoline,SHAED,Trampoline_SHAED,0.619,0.459,7.0,-5.782,0.0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,2ez6qvOTHKeI3ss80NGqnI,spotify:track:2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/tracks/2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/audio-analysis/2ez6qvOTHKeI3ss80NGqnI,184280.0,4.0
The London,"Young Thug, J. Cole & Travis Scott","The London_Young Thug, J. Cole & Travis Scott",0.796,0.586,4.0,-6.946,0.0,0.147,0.0247,0.0,0.132,0.179,97.981,audio_features,7DcvwMAiqKJQD1rrdfxSDx,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/tracks/7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/audio-analysis/7DcvwMAiqKJQD1rrdfxSDx,200107.0,4.0
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,Cross Me_Ed Sheeran Featuring Chance The Rapper & PnB Rock,0.717,0.617,9.0,-7.385,0.0,0.343,0.244,0.0,0.148,0.654,152.049,audio_features,3V3JxDpiUg0RAt1Mfbn6Ht,spotify:track:3V3JxDpiUg0RAt1Mfbn6Ht,https://api.spotify.com/v1/tracks/3V3JxDpiUg0RAt1Mfbn6Ht,https://api.spotify.com/v1/audio-analysis/3V3JxDpiUg0RAt1Mfbn6Ht,233684.0,4.0
Speechless,Dan + Shay,Speechless_Dan + Shay,0.616,0.438,1.0,-5.968,1.0,0.0298,0.356,0.0,0.24,0.386,135.929,audio_features,3GJ4hzg4lrGwU51Y3VARbF,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,https://api.spotify.com/v1/tracks/3GJ4hzg4lrGwU51Y3VARbF,https://api.spotify.com/v1/audio-analysis/3GJ4hzg4lrGwU51Y3VARbF,213387.0,4.0
Easier,5 Seconds Of Summer,Easier_5 Seconds Of Summer,0.562,0.46,5.0,-4.173,1.0,0.259,0.476,0.0,0.107,0.623,176.055,audio_features,2bjUEg4jBtKBlPdNrTAppI,spotify:track:2bjUEg4jBtKBlPdNrTAppI,https://api.spotify.com/v1/tracks/2bjUEg4jBtKBlPdNrTAppI,https://api.spotify.com/v1/audio-analysis/2bjUEg4jBtKBlPdNrTAppI,158099.0,4.0
Isis,Joyner Lucas Featuring Logic,Isis_Joyner Lucas Featuring Logic,0.72,0.677,5.0,-4.592,1.0,0.162,0.205,0.0,0.0966,0.389,174.072,audio_features,0C1T6YOwB7MMzspV0UbKKA,spotify:track:0C1T6YOwB7MMzspV0UbKKA,https://api.spotify.com/v1/tracks/0C1T6YOwB7MMzspV0UbKKA,https://api.spotify.com/v1/audio-analysis/0C1T6YOwB7MMzspV0UbKKA,220517.0,4.0
Some Of It,Eric Church,Some Of It_Eric Church,0.56,0.736,0.0,-7.306,1.0,0.0446,0.341,9.81e-06,0.155,0.824,79.843,audio_features,3d1qN7AHge6BXuVPutcpI5,spotify:track:3d1qN7AHge6BXuVPutcpI5,https://api.spotify.com/v1/tracks/3d1qN7AHge6BXuVPutcpI5,https://api.spotify.com/v1/audio-analysis/3d1qN7AHge6BXuVPutcpI5,195147.0,4.0
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo","Bacc At It Again_Yella Beezy, Gucci Mane & Quavo",0.95,0.624,8.0,-5.725,0.0,0.168,0.00126,1.23e-06,0.0715,0.859,135.984,audio_features,2GUqTtPFCo1KG56OfGQyUv,spotify:track:2GUqTtPFCo1KG56OfGQyUv,https://api.spotify.com/v1/tracks/2GUqTtPFCo1KG56OfGQyUv,https://api.spotify.com/v1/audio-analysis/2GUqTtPFCo1KG56OfGQyUv,228186.0,4.0
HP,Maluma,HP_Maluma,0.837,0.791,4.0,-3.157,0.0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,audio_features,1LIqNVhaIgxXUt2eVoIQJ3,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,https://api.spotify.com/v1/tracks/1LIqNVhaIgxXUt2eVoIQJ3,https://api.spotify.com/v1/audio-analysis/1LIqNVhaIgxXUt2eVoIQJ3,184436.0,4.0
Rearview Town,Jason Aldean,Rearview Town_Jason Aldean,0.526,0.85,10.0,-4.47,0.0,0.0313,0.023,0.0,0.0948,0.337,141.97,audio_features,4GrsHftWxzcpVPtvgqgK7e,spotify:track:4GrsHftWxzcpVPtvgqgK7e,https://api.spotify.com/v1/tracks/4GrsHftWxzcpVPtvgqgK7e,https://api.spotify.com/v1/audio-analysis/4GrsHftWxzcpVPtvgqgK7e,184173.0,4.0
EARFQUAKE,"Tyler, The Creator","EARFQUAKE_Tyler, The Creator",0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067.0,4.0
Nightmare,Halsey,Nightmare_Halsey,0.611,0.622,9.0,-5.075,0.0,0.0734,0.0188,0.0,0.359,0.538,146.11,audio_features,340UVheS8z3ncW9TTUhAbc,spotify:track:340UVheS8z3ncW9TTUhAbc,https://api.spotify.com/v1/tracks/340UVheS8z3ncW9TTUhAbc,https://api.spotify.com/v1/audio-analysis/340UVheS8z3ncW9TTUhAbc,231999.0,4.0
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,Wish Wish_DJ Khaled Featuring Cardi B & 21 Savage,0.861,0.666,8.0,-5.18,0.0,0.343,0.00218,0.0,0.272,0.853,145.041,audio_features,1Hd2XLitkt1PYCWSbfF5qV,spotify:track:1Hd2XLitkt1PYCWSbfF5qV,https://api.spotify.com/v1/tracks/1Hd2XLitkt1PYCWSbfF5qV,https://api.spotify.com/v1/audio-analysis/1Hd2XLitkt1PYCWSbfF5qV,202625.0,4.0
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,Higher_DJ Khaled Featuring Nipsey Hussle & John Legend,0.351,0.956,7.0,-1.996,1.0,0.245,0.0949,0.0,0.226,0.446,83.655,audio_features,6O10oTtZIZ4DkkUqyfCbrR,spotify:track:6O10oTtZIZ4DkkUqyfCbrR,https://api.spotify.com/v1/tracks/6O10oTtZIZ4DkkUqyfCbrR,https://api.spotify.com/v1/audio-analysis/6O10oTtZIZ4DkkUqyfCbrR,176875.0,4.0
Just Us,DJ Khaled Featuring SZA,Just Us_DJ Khaled Featuring SZA,0.639,0.859,9.0,-2.758,0.0,0.147,0.135,0.0,0.129,0.566,93.132,audio_features,0BnTBAGmr9FtYwkZrwKhwS,spotify:track:0BnTBAGmr9FtYwkZrwKhwS,https://api.spotify.com/v1/tracks/0BnTBAGmr9FtYwkZrwKhwS,https://api.spotify.com/v1/audio-analysis/0BnTBAGmr9FtYwkZrwKhwS,221379.0,4.0
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih","You Stay_DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",0.568,0.627,10.0,-5.621,1.0,0.104,0.0302,0.0,0.0729,0.246,122.41,audio_features,4WD4qxZWAkkyKHaNBXGngI,spotify:track:4WD4qxZWAkkyKHaNBXGngI,https://api.spotify.com/v1/tracks/4WD4qxZWAkkyKHaNBXGngI,https://api.spotify.com/v1/audio-analysis/4WD4qxZWAkkyKHaNBXGngI,275276.0,5.0
I Think,"Tyler, The Creator","I Think_Tyler, The Creator",0.826,0.579,8.0,-8.241,0.0,0.0801,0.00881,0.0,0.129,0.431,121.075,audio_features,4f8Mh5wuWHOsfXtzjrJB3t,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/tracks/4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/audio-analysis/4f8Mh5wuWHOsfXtzjrJB3t,212013.0,4.0
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,Celebrate_DJ Khaled Featuring Travis Scott & Post Malone,0.362,0.714,9.0,-3.07,0.0,0.0835,0.269,0.0,0.21,0.309,67.4,audio_features,0b6UoVjUzFyZNpHI0aAhKt,spotify:track:0b6UoVjUzFyZNpHI0aAhKt,https://api.spotify.com/v1/tracks/0b6UoVjUzFyZNpHI0aAhKt,https://api.spotify.com/v1/audio-analysis/0b6UoVjUzFyZNpHI0aAhKt,206499.0,4.0
Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean","Jealous_DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",0.474,0.921,9.0,-10.431,0.0,0.0457,0.00491,0.85,0.476,0.696,93.01,audio_features,1aXV8GrmQLvgoFtBPERP7E,spotify:track:1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/tracks/1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/audio-analysis/1aXV8GrmQLvgoFtBPERP7E,122339.0,4.0
Running Out Of Time,"Tyler, The Creator","Running Out Of Time_Tyler, The Creator",0.36,0.391,6.0,-10.6,1.0,0.0528,0.296,0.000406,0.129,0.162,84.281,audio_features,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,177227.0,4.0
Igor's Theme,"Tyler, The Creator","Igor's Theme_Tyler, The Creator",0.467,0.672,10.0,-7.371,0.0,0.377,0.00559,0.243,0.607,0.0648,163.1,audio_features,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/tracks/51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/audio-analysis/51RN0kzWd7xeR4th5HsEtW,200693.0,4.0
New Magic Wand,"Tyler, The Creator","New Magic Wand_Tyler, The Creator",0.621,0.73,5.0,-5.414,0.0,0.107,0.0967,0.000131,0.673,0.464,139.566,audio_features,0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/tracks/0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/audio-analysis/0fv2KH6hac06J86hBUTcSf,195320.0,4.0
A Boy Is A Gun,"Tyler, The Creator","A Boy Is A Gun_Tyler, The Creator",0.417,0.689,2.0,-8.302,0.0,0.178,0.575,0.0,0.496,0.505,79.568,audio_features,1nXZnTALNXiPlvXotqHm66,spotify:track:1nXZnTALNXiPlvXotqHm66,https://api.spotify.com/v1/tracks/1nXZnTALNXiPlvXotqHm66,https://api.spotify.com/v1/audio-analysis/1nXZnTALNXiPlvXotqHm66,210253.0,4.0
What's Good,"Tyler, The Creator","What's Good_Tyler, The Creator",0.458,0.909,1.0,-6.553,1.0,0.487,0.0567,4.26e-06,0.11,0.449,118.227,audio_features,6bOkaEXc5CopinGazSLokx,spotify:track:6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/tracks/6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,205627.0,4.0
What If I Never Get Over You,Lady Antebellum,What If I Never Get Over You_Lady Antebellum,0.576,0.724,0.0,-5.147,1.0,0.0274,0.016,0.0,0.107,0.34,93.029,audio_features,0qkdE1C0ufnUISKwhg8Wh6,spotify:track:0qkdE1C0ufnUISKwhg8Wh6,https://api.spotify.com/v1/tracks/0qkdE1C0ufnUISKwhg8Wh6,https://api.spotify.com/v1/audio-analysis/0qkdE1C0ufnUISKwhg8Wh6,206598.0,4.0
Puppet,"Tyler, The Creator","Puppet_Tyler, The Creator",0.508,0.557,8.0,-8.967,0.0,0.0478,0.00235,0.0134,0.588,0.199,77.572,audio_features,0wEC0GNF74lAqrEFZJMl1m,spotify:track:0wEC0GNF74lAqrEFZJMl1m,https://api.spotify.com/v1/tracks/0wEC0GNF74lAqrEFZJMl1m,https://api.spotify.com/v1/audio-analysis/0wEC0GNF74lAqrEFZJMl1m,179013.0,4.0
Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,Weather The Storm_DJ Khaled Featuring Meek Mill & Lil Baby,0.515,0.802,2.0,-2.655,0.0,0.283,0.18,0.0,0.241,0.279,76.069,audio_features,6xVhqLT40s5sVhepe9Mckc,spotify:track:6xVhqLT40s5sVhepe9Mckc,https://api.spotify.com/v1/tracks/6xVhqLT40s5sVhepe9Mckc,https://api.spotify.com/v1/audio-analysis/6xVhqLT40s5sVhepe9Mckc,153337.0,4.0
